"x"
0
0
0
0
0
0
0
0
0
0
0.816546638011932
2.87863582015038
0.816546638011932
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.796508506983519
2.34680302679539
0.796508506983519
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.752777953594923
1.92589992344379
0.752777953594923
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.67665453702211
3.82733049094677
1.67665453702211
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.07232871592045
4.3068910241127
2.07232871592045
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.56017871975899
4.91982753872871
2.56017871975899
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.02790512919426
5.44592182397842
3.02790512919426
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.54578947633505
2.62751378059387
1.54578947633505
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.63291622042656
2.64389714360237
1.63291622042656
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.3774196818471
2.13816261768341
1.3774196818471
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.41768157988787
2.12118407547474
1.41768157988787
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.45565210610628
2.10878882169724
1.45565210610628
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4.25129393219948
5.98578286290169
4.25129393219948
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6.97090440750122
9.57001629114151
6.97090440750122
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4.84820391893387
6.50768991947174
4.84820391893387
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.487751056998968
6.50972088336945
8.56370200872421
6.50972088336945
0.487751056998968
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.02533168792725
7.11769330382347
9.19568698167801
7.11769330382347
1.02533168792725
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.2366288843751
6.0237697327137
7.6565748167038
6.0237697327137
1.2366288843751
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.62151799082756
2.39216276407242
2.9960964101553
2.39216276407242
0.62151799082756
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.84232355266809
5.97028205394745
7.37825322389603
5.97028205394745
1.84232355266809
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.55370740890503
10.0846161270142
12.3121858286858
10.0846161270142
3.55370740890503
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.74993267953396
9.5687567448616
11.5534541082382
9.5687567448616
3.74993267953396
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.79061324596405
8.86386027693749
10.5942486000061
8.86386027693749
3.79061324596405
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.68564494669437
5.83684587359428
6.91166160464287
5.83684587359428
2.68564494669437
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.88802173852921
3.85545427441597
4.52650969743729
3.85545427441597
1.88802173852921
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.98659839570522
3.84454710483551
4.47826014041901
3.84454710483551
1.98659839570522
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.62980569720268
4.85654187560081
5.61604120016098
4.85654187560081
2.62980569720268
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.22748465001583
5.7199668431282
6.57010664820671
5.7199668431282
3.22748465001583
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5.22631023287773
8.93080091238022
10.1943339395523
8.93080091238022
5.22631023287773
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10.9747557878494
18.1539178919792
20.6025946235657
18.1539178919792
10.9747557878494
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.450045603439212
